idcuenta,idcliente,empresa,oficina,digcontrol,contrato,situacion,fecha_alta,fecha_baja,iban_total
648,648,3165,0362,769,846312213,B,2009-11-11,2014-02-17,ES4831650362769846312213
649,649,3747,7632,300,302579813,B,2022-03-31,2022-05-20,ES4637477632300302579813
650,650,8832,9426,123,571702897,A,2022-03-07,9999-12-31,ES8088329426123571702897
651,651,2851,8200,983,008139596,A,2016-11-23,9999-12-31,ES5528518200983008139596
652,652,5745,9482,382,607428266,A,2016-06-29,9999-12-31,ES0357459482382607428266
653,653,4265,3746,869,483411780,A,2018-02-04,9999-12-31,ES2742653746869483411780
654,654,2055,1687,303,998837196,B,2011-08-01,2019-03-15,ES3920551687303998837196
655,655,9886,0021,802,352813271,B,2010-06-28,2016-04-10,ES7198860021802352813271
656,656,2365,7126,121,875590341,A,2019-12-12,9999-12-31,ES1323657126121875590341
657,657,2935,6151,771,183885625,A,2020-06-30,9999-12-31,ES5029356151771183885625
658,658,8766,5824,531,902934232,B,2014-08-11,2022-01-03,ES6387665824531902934232
659,659,6286,2511,934,375201279,B,2013-03-02,2021-09-02,ES1262862511934375201279
660,660,3383,0321,989,416413896,A,2018-12-24,9999-12-31,ES9733830321989416413896
661,661,2917,2778,880,443353393,A,2001-08-18,9999-12-31,ES4229172778880443353393
662,662,4571,2741,911,679574558,A,2010-08-21,9999-12-31,ES6545712741911679574558
663,663,7100,6162,796,321085310,B,2009-10-01,2010-07-25,ES3271006162796321085310
664,664,8813,2385,512,388037098,B,2002-11-23,2011-03-14,ES3788132385512388037098
665,665,2944,9169,853,007392264,B,2005-06-04,2007-12-17,ES0729449169853007392264
666,666,6985,2040,851,164831214,B,2011-10-07,2017-04-15,ES6469852040851164831214
667,667,8379,6280,763,300935230,B,2017-08-22,2020-06-13,ES8683796280763300935230
668,668,6465,6727,948,261038856,A,2020-07-31,9999-12-31,ES4864656727948261038856
669,669,3310,6114,288,397385270,A,2005-02-25,9999-12-31,ES6333106114288397385270
670,670,9147,8784,656,112801406,B,2002-08-16,2020-10-12,ES9691478784656112801406
671,671,6776,7763,485,342074560,A,2004-11-08,9999-12-31,ES5867767763485342074560
672,672,8580,1138,276,482108268,B,2009-01-31,2009-02-07,ES4085801138276482108268
673,673,2260,1173,714,381445132,A,2005-03-05,9999-12-31,ES7422601173714381445132
674,674,0992,8139,680,148005328,A,2017-04-28,9999-12-31,ES6109928139680148005328
675,675,6100,0300,063,485281488,A,2008-04-26,9999-12-31,ES8461000300063485281488
676,676,6808,9530,358,152141820,A,2014-06-13,9999-12-31,ES0868089530358152141820
677,677,8021,7281,944,496226488,B,2010-08-29,2017-11-17,ES4080217281944496226488
678,678,8970,6349,633,973406699,B,2009-03-15,2021-06-03,ES5289706349633973406699
679,679,5442,1713,676,343444103,B,2003-04-12,2020-02-17,ES8154421713676343444103
680,680,2979,8424,417,367008220,B,2014-10-25,2015-11-13,ES1529798424417367008220
681,681,9670,8961,221,494022999,A,2016-09-25,9999-12-31,ES6696708961221494022999
682,682,7902,8699,927,516823161,B,2012-08-18,2022-05-25,ES3679028699927516823161
683,683,7130,4884,323,275083878,B,2007-02-09,2008-08-11,ES9171304884323275083878
684,684,7227,1815,310,144787454,B,2008-02-04,2019-08-02,ES6272271815310144787454
685,685,4102,7491,267,687829167,B,2019-06-13,2019-11-29,ES3841027491267687829167
686,686,5574,4485,107,524220066,A,2019-10-08,9999-12-31,ES8955744485107524220066
687,687,6053,6875,359,975052790,A,2007-02-15,9999-12-31,ES5460536875359975052790
688,688,5391,4491,987,879888099,A,2012-09-19,9999-12-31,ES9853914491987879888099
689,689,0283,2480,335,753936144,A,2002-03-23,9999-12-31,ES7002832480335753936144
690,690,2647,1712,402,710172443,B,2015-02-27,2019-12-25,ES7326471712402710172443
691,691,0773,5222,563,937851667,A,2003-02-12,9999-12-31,ES1707735222563937851667
692,692,5858,7276,779,543765278,A,2012-05-02,9999-12-31,ES3158587276779543765278
693,693,3387,9388,505,322683259,B,2004-02-09,2008-03-21,ES4133879388505322683259
694,694,1349,7731,160,136606844,A,2016-03-03,9999-12-31,ES1013497731160136606844
695,695,4762,3913,832,298672020,A,2016-02-02,9999-12-31,ES5347623913832298672020
696,696,0868,3855,083,055037059,A,2018-08-21,9999-12-31,ES8008683855083055037059
697,697,9522,2489,370,669003132,A,2013-10-28,9999-12-31,ES6995222489370669003132
698,698,3095,8135,478,434340702,B,2011-03-17,2021-09-09,ES0530958135478434340702
699,699,7461,8229,286,585437931,A,2000-12-30,9999-12-31,ES0474618229286585437931
700,700,8541,0632,244,430006805,B,2009-03-18,2016-04-07,ES6485410632244430006805
701,701,7488,3300,337,521669473,A,2011-01-16,9999-12-31,ES0674883300337521669473
702,702,8141,0217,306,180431755,B,2018-01-24,2020-05-24,ES5681410217306180431755
703,703,6631,3912,248,951873796,A,2002-06-27,9999-12-31,ES6266313912248951873796
704,704,1505,3760,782,560776119,B,2002-06-03,2004-04-25,ES4815053760782560776119
705,705,1742,5027,954,493506743,A,2009-01-04,9999-12-31,ES5817425027954493506743
706,706,0531,7058,559,437801120,B,2010-07-31,2011-12-31,ES3305317058559437801120
707,707,9379,5223,991,362264654,B,2011-08-25,2014-08-23,ES4193795223991362264654
708,708,1414,6765,460,854908682,A,2005-04-02,9999-12-31,ES6214146765460854908682
709,709,2630,6404,516,271557260,A,2011-06-24,9999-12-31,ES4826306404516271557260
710,710,8855,4017,384,457559604,B,2000-12-21,2002-11-01,ES1588554017384457559604
711,711,2050,5529,387,089476031,A,2015-07-03,9999-12-31,ES5920505529387089476031
712,712,6665,6285,728,368121362,A,2004-12-09,9999-12-31,ES7966656285728368121362
713,713,5963,4928,779,729639391,B,2018-12-06,2020-08-29,ES4359634928779729639391
714,714,7285,1443,835,899563592,B,2018-04-23,2018-12-23,ES3772851443835899563592
715,715,8530,2732,164,645794979,A,2012-06-25,9999-12-31,ES3385302732164645794979
716,716,2764,8427,147,343416505,A,2014-11-11,9999-12-31,ES1027648427147343416505
717,717,8235,0999,433,024020146,A,2008-02-23,9999-12-31,ES8982350999433024020146
718,718,8533,0658,508,398657612,B,2007-11-10,2009-06-04,ES4185330658508398657612
719,719,4045,4980,825,354527354,A,2004-09-29,9999-12-31,ES5640454980825354527354
720,720,4664,6831,680,293427509,A,2013-01-28,9999-12-31,ES3146646831680293427509
721,721,8611,3587,806,329889687,A,2004-04-06,9999-12-31,ES9886113587806329889687
722,722,6068,1971,011,661338420,B,2007-08-13,2010-12-01,ES2760681971011661338420
723,723,0855,8760,120,397825716,A,2007-11-25,9999-12-31,ES1708558760120397825716
724,724,0871,3840,905,819170009,A,2006-08-15,9999-12-31,ES9308713840905819170009
725,725,8406,0226,583,805620370,A,2009-06-25,9999-12-31,ES2684060226583805620370
726,726,6697,9721,317,715842793,B,2016-03-15,2019-07-24,ES0666979721317715842793
727,727,0047,2341,840,523996055,A,2011-11-13,9999-12-31,ES1000472341840523996055
728,728,4491,0459,555,098083747,A,2019-05-13,9999-12-31,ES2144910459555098083747
729,729,0288,5477,669,991971515,A,2016-06-21,9999-12-31,ES4302885477669991971515
730,730,0271,4698,917,092482584,A,2022-03-16,9999-12-31,ES1202714698917092482584
731,731,5625,8568,245,580900959,B,2018-08-13,2020-06-26,ES6956258568245580900959
732,732,2560,9453,585,812405833,B,2013-08-04,2020-02-11,ES8825609453585812405833
733,733,1333,5988,902,073594036,B,2010-11-10,2015-11-07,ES8113335988902073594036
734,734,9236,7999,127,888345691,A,2021-10-28,9999-12-31,ES2292367999127888345691
735,735,2388,0852,180,675451771,B,2014-05-11,2020-12-20,ES5023880852180675451771
736,736,9701,7315,886,327971206,A,2016-10-02,9999-12-31,ES5997017315886327971206
737,737,0634,4595,394,146960873,B,2014-04-05,2014-09-15,ES8506344595394146960873
738,738,5018,2825,145,178481840,B,2005-09-29,2017-01-16,ES1050182825145178481840
739,739,0453,7890,059,156043330,B,2016-11-28,2021-07-24,ES1004537890059156043330
740,740,1580,8182,688,538408205,B,2019-02-14,2021-04-03,ES8415808182688538408205
741,741,2367,3359,789,042148296,B,2010-06-30,2016-02-03,ES8523673359789042148296
742,742,7478,0493,515,891307750,B,2010-10-31,2012-09-01,ES6074780493515891307750
743,743,4128,1601,396,719436446,B,2019-10-27,2020-01-27,ES6541281601396719436446
744,744,7815,5523,305,153950991,B,2009-12-04,2012-10-22,ES9578155523305153950991
745,745,1157,1399,411,967288520,A,2020-10-07,9999-12-31,ES2111571399411967288520
746,746,5964,5950,380,109743440,B,2004-08-09,2021-09-28,ES0759645950380109743440
747,747,4337,6125,039,426939250,B,2021-10-01,2022-01-02,ES7943376125039426939250
748,748,2451,4072,870,072320363,B,2018-03-12,2022-01-15,ES0524514072870072320363
749,749,2626,0765,020,623207896,B,2015-11-23,2018-02-02,ES7426260765020623207896
750,750,1427,8094,669,180211371,B,2001-08-17,2019-08-08,ES2314278094669180211371
751,751,9651,0509,162,696249059,A,2006-06-08,9999-12-31,ES8196510509162696249059
752,752,4857,1756,243,906844613,B,2012-02-06,2019-12-28,ES6448571756243906844613
753,753,2951,1279,312,485681795,A,2022-03-23,9999-12-31,ES0329511279312485681795
754,754,0224,0944,912,267799407,B,2001-09-04,2017-12-25,ES8702240944912267799407
755,755,4607,8574,444,335953932,A,2003-07-28,9999-12-31,ES4746078574444335953932
756,756,8931,1456,028,006583583,A,2008-06-04,9999-12-31,ES4089311456028006583583
757,757,5760,4193,715,234213382,A,2008-09-01,9999-12-31,ES7957604193715234213382
758,758,9824,3137,288,956986259,A,2018-10-20,9999-12-31,ES5098243137288956986259
759,759,7401,6784,020,436644341,B,2016-03-04,2019-08-11,ES2074016784020436644341
760,760,1076,7617,319,715452577,A,2016-04-20,9999-12-31,ES1410767617319715452577
761,761,0944,4292,875,956177231,A,2007-12-27,9999-12-31,ES4609444292875956177231
762,762,9794,0659,175,442029598,B,2019-09-01,2022-01-06,ES3297940659175442029598
763,763,3720,3567,247,812286687,B,2012-06-13,2013-02-15,ES6337203567247812286687
764,764,0305,0135,319,537122825,B,2018-04-20,2018-10-18,ES1703050135319537122825
765,765,1601,9351,293,232125614,B,2020-07-08,2022-05-13,ES1916019351293232125614
766,766,0583,0471,477,637255916,B,2014-02-04,2014-09-20,ES4305830471477637255916
767,767,5887,2388,996,271980665,B,2014-10-09,2015-05-21,ES1658872388996271980665
768,768,4742,6254,092,651622522,A,2015-01-15,9999-12-31,ES8847426254092651622522
769,769,6392,4566,982,672179957,A,2006-11-29,9999-12-31,ES8963924566982672179957
770,770,8975,6644,553,173751885,A,2020-10-10,9999-12-31,ES3589756644553173751885
771,771,2770,7812,935,503686316,A,2020-12-16,9999-12-31,ES7427707812935503686316
772,772,1552,2641,060,367881868,A,2021-12-26,9999-12-31,ES2315522641060367881868
773,773,6722,8601,422,310134997,B,2010-11-16,2013-07-29,ES6667228601422310134997
774,774,0544,9165,658,470950961,B,2020-09-11,2022-03-20,ES4905449165658470950961
775,775,5585,6369,329,005067865,A,2006-06-28,9999-12-31,ES2255856369329005067865
776,776,1172,3078,040,572483017,A,2004-05-10,9999-12-31,ES2011723078040572483017
777,777,7432,0595,153,441725479,B,2014-01-04,2022-04-14,ES6874320595153441725479
778,778,4209,2806,254,693111340,B,2011-06-12,2013-05-27,ES8542092806254693111340
779,779,6148,4217,827,413339994,B,2011-01-17,2021-10-28,ES0561484217827413339994
780,780,0839,8130,073,500878083,B,2018-11-10,2019-05-16,ES6508398130073500878083
781,781,6798,2999,783,830755964,A,2021-08-30,9999-12-31,ES0767982999783830755964
782,782,8657,9359,387,625089604,B,2001-03-19,2008-10-13,ES5086579359387625089604
783,783,4462,6790,681,410827368,A,2022-04-30,9999-12-31,ES2644626790681410827368
784,784,2929,3510,966,456981151,A,2004-02-05,9999-12-31,ES3429293510966456981151
785,785,6630,6786,502,695585319,B,2013-02-15,2013-08-11,ES7566306786502695585319
786,786,8269,6254,784,554305609,B,2014-05-29,2021-03-08,ES7382696254784554305609
787,787,7596,5128,203,891096012,A,2012-10-09,9999-12-31,ES5875965128203891096012
788,788,8608,6600,296,567271794,A,2006-08-19,9999-12-31,ES0386086600296567271794
789,789,3951,9587,235,561702518,A,2007-02-08,9999-12-31,ES7639519587235561702518
790,790,7003,9139,931,271056705,A,2015-06-01,9999-12-31,ES2170039139931271056705
791,791,6841,0477,448,121764309,A,2011-12-01,9999-12-31,ES0368410477448121764309
792,792,0101,2179,799,577440079,A,2021-04-10,9999-12-31,ES2101012179799577440079
793,793,4098,3667,150,113605694,A,2020-08-06,9999-12-31,ES0240983667150113605694
794,794,6880,5287,048,187948652,A,2017-04-17,9999-12-31,ES2568805287048187948652
795,795,9097,3490,078,000770140,B,2002-08-07,2012-12-03,ES0490973490078000770140
796,796,5652,1807,161,593578407,B,2002-09-25,2014-04-17,ES9056521807161593578407
797,797,5515,3942,293,123252092,B,2011-12-21,2021-02-18,ES2955153942293123252092
798,798,9933,6408,291,116736358,A,2016-04-10,9999-12-31,ES8499336408291116736358
799,799,3480,1646,639,229982122,A,2011-01-22,9999-12-31,ES0434801646639229982122
800,800,8471,6025,076,001530341,B,2016-06-09,2018-10-21,ES0484716025076001530341
801,801,5493,0799,353,172922385,A,2014-06-18,9999-12-31,ES2554930799353172922385
802,802,6278,1484,227,838979766,A,2001-05-28,9999-12-31,ES5462781484227838979766
803,803,9858,1447,590,503918645,B,2022-05-10,2022-05-19,ES1698581447590503918645
804,804,9726,6329,336,323971725,A,2002-01-07,9999-12-31,ES5897266329336323971725
805,805,5124,9358,007,390585685,B,2001-10-11,2019-10-11,ES0251249358007390585685
806,806,8845,0715,231,238721405,A,2014-07-14,9999-12-31,ES8588450715231238721405
807,807,5563,8207,988,674605160,B,2018-06-12,2021-06-11,ES5655638207988674605160
808,808,2794,8877,304,358794751,A,2011-01-12,9999-12-31,ES9227948877304358794751
809,809,0834,9395,466,875445595,B,2007-04-01,2014-11-01,ES9008349395466875445595
810,810,0484,9431,969,482687129,A,2018-06-30,9999-12-31,ES2104849431969482687129
811,811,4407,3921,575,812812924,A,2007-05-26,9999-12-31,ES2744073921575812812924
812,812,1715,8742,096,177959963,B,2020-07-08,2020-10-23,ES8317158742096177959963
813,813,8342,6443,598,739586160,B,2008-03-29,2022-03-20,ES9183426443598739586160
814,814,0400,3555,187,218224929,B,2014-01-11,2018-07-27,ES7004003555187218224929
815,815,7443,3053,940,598926981,A,2008-08-09,9999-12-31,ES3674433053940598926981
816,816,2959,8178,063,699315859,A,2009-03-11,9999-12-31,ES6229598178063699315859
817,817,3348,7232,473,668850707,B,2006-08-03,2010-04-02,ES8933487232473668850707
818,818,9111,8046,212,837931576,A,2007-11-28,9999-12-31,ES7691118046212837931576
819,819,6660,5725,097,998403807,B,2013-04-15,2014-10-05,ES1966605725097998403807
820,820,1364,5199,406,356771317,A,2005-08-24,9999-12-31,ES7213645199406356771317
821,821,0044,6537,782,741690949,B,2016-05-01,2018-07-12,ES8600446537782741690949
822,822,5788,4895,864,720227667,A,2009-11-03,9999-12-31,ES6057884895864720227667
823,823,7225,4722,738,943602692,B,2016-04-14,2020-11-21,ES0972254722738943602692
824,824,2536,9099,119,734201261,B,2020-11-01,2020-11-17,ES9825369099119734201261
825,825,9757,9574,584,135296500,B,2011-05-11,2020-07-19,ES3197579574584135296500
826,826,3793,0847,086,554439062,A,2003-02-13,9999-12-31,ES5137930847086554439062
827,827,8059,4880,224,179978124,B,2005-08-09,2013-06-13,ES7380594880224179978124
828,828,0118,8145,927,368520160,A,2001-05-26,9999-12-31,ES6201188145927368520160
829,829,2090,3481,023,345227613,A,2001-11-11,9999-12-31,ES5620903481023345227613
830,830,7374,9600,361,201149976,A,2005-04-25,9999-12-31,ES1073749600361201149976
831,831,8839,5933,500,800479068,B,2007-01-09,2021-05-21,ES8988395933500800479068
832,832,5756,4209,357,324839684,B,2014-07-21,2018-08-02,ES3657564209357324839684
833,833,6025,5437,110,109815050,A,2005-04-24,9999-12-31,ES6060255437110109815050
834,834,0253,5905,366,206461457,A,2011-11-27,9999-12-31,ES8502535905366206461457
835,835,3822,4040,452,720380269,A,2002-08-25,9999-12-31,ES0938224040452720380269
836,836,6553,7167,707,448794370,A,2021-10-29,9999-12-31,ES7865537167707448794370
837,837,8988,1219,867,715888380,B,2013-08-27,2018-07-11,ES0889881219867715888380
838,838,8146,5543,681,665772734,B,2017-12-24,2018-09-19,ES8781465543681665772734
839,839,3852,0041,991,505853617,B,2020-06-09,2022-05-22,ES6438520041991505853617
840,840,6163,6213,785,548018940,B,2013-04-25,2022-06-07,ES2461636213785548018940
841,841,3166,7425,035,316602284,A,2010-11-10,9999-12-31,ES0531667425035316602284
842,842,8052,6945,768,547351291,B,2020-06-19,2022-03-08,ES0980526945768547351291
843,843,8501,9589,808,678588927,A,2022-04-08,9999-12-31,ES2485019589808678588927
844,844,9884,1692,518,924449566,B,2001-09-29,2005-06-13,ES4398841692518924449566
845,845,1739,9001,541,603478983,A,2008-02-09,9999-12-31,ES0317399001541603478983
846,846,3649,7302,791,560775968,B,2018-02-01,2019-10-13,ES8736497302791560775968
847,847,7292,5057,411,365278866,A,2013-08-04,9999-12-31,ES2272925057411365278866
848,848,0440,9975,372,243607303,B,2010-07-02,2022-05-02,ES1804409975372243607303
849,849,2571,0027,157,903666375,B,2009-02-19,2013-05-04,ES3125710027157903666375
850,850,4750,9078,022,338462404,B,2004-04-22,2004-11-22,ES4847509078022338462404
851,851,4623,9184,741,633106475,A,2004-08-28,9999-12-31,ES3646239184741633106475
852,852,5096,8306,277,252264203,B,2002-07-07,2020-10-17,ES0350968306277252264203
853,853,3852,6491,156,731891322,B,2001-04-20,2019-06-03,ES2838526491156731891322
854,854,8065,8365,156,642735876,A,2005-07-22,9999-12-31,ES3680658365156642735876
855,855,0387,8837,221,447807326,A,2003-04-15,9999-12-31,ES3703878837221447807326
856,856,9097,3104,417,130209924,A,2010-07-14,9999-12-31,ES3390973104417130209924
857,857,6139,3491,713,059580134,B,2015-03-09,2021-08-03,ES7461393491713059580134
858,858,0989,1965,633,126690608,B,2012-12-15,2014-05-02,ES3009891965633126690608
859,859,9441,1667,298,415517253,B,2001-03-19,2014-01-01,ES2794411667298415517253
860,860,2077,1366,287,373890765,A,2014-05-27,9999-12-31,ES8620771366287373890765
861,861,1102,7164,319,861118217,A,2016-07-08,9999-12-31,ES1011027164319861118217
862,862,4535,3089,429,711131636,B,2016-02-17,2017-05-27,ES3245353089429711131636
863,863,7231,1746,453,995776015,A,2004-04-08,9999-12-31,ES9472311746453995776015
864,864,8059,5438,589,811569682,B,2008-03-01,2021-03-28,ES6980595438589811569682
865,865,0967,2577,829,639892857,B,2004-06-16,2015-09-13,ES9509672577829639892857
866,866,6438,8853,060,515654309,A,2007-05-05,9999-12-31,ES1664388853060515654309
867,867,2867,9083,635,313854216,B,2004-10-17,2004-11-02,ES6328679083635313854216
868,868,8205,6833,880,197576924,B,2013-03-01,2013-07-08,ES7982056833880197576924
869,869,5481,9604,325,721392853,A,2015-11-22,9999-12-31,ES0454819604325721392853
870,870,0708,0656,835,401661635,A,2010-11-17,9999-12-31,ES9307080656835401661635
871,871,8985,7491,904,887060284,A,2017-11-12,9999-12-31,ES2589857491904887060284
872,872,1903,1993,351,749925950,B,2013-10-13,2019-07-03,ES1719031993351749925950
873,873,4509,9750,869,653068158,B,2016-02-19,2017-10-15,ES2945099750869653068158
874,874,9309,6570,287,312079559,B,2007-06-09,2013-11-09,ES2193096570287312079559
875,875,7188,0322,428,240812858,B,2014-01-22,2017-09-03,ES1171880322428240812858
876,876,7620,5678,850,857105992,A,2012-12-18,9999-12-31,ES2076205678850857105992
877,877,2154,4571,307,855492034,A,2012-01-04,9999-12-31,ES6021544571307855492034
878,878,0282,6667,859,126743858,B,2018-05-21,2018-06-04,ES3002826667859126743858
879,879,8435,2066,358,907045988,B,2011-07-16,2018-10-26,ES8584352066358907045988
880,880,3275,3579,979,376898196,A,2014-06-07,9999-12-31,ES6232753579979376898196
881,881,4853,3280,598,864492958,B,2020-04-11,2021-02-14,ES6748533280598864492958
882,882,5756,9492,952,413148245,A,2022-06-04,9999-12-31,ES5657569492952413148245
883,883,7593,8132,096,316078018,A,2007-03-01,9999-12-31,ES7775938132096316078018
884,884,4397,8326,888,600471432,A,2007-10-02,9999-12-31,ES6843978326888600471432
885,885,3146,6618,988,430769895,A,2003-03-23,9999-12-31,ES1631466618988430769895
886,886,3529,9972,947,182554364,A,2005-12-07,9999-12-31,ES0935299972947182554364
887,887,8091,9454,797,308723389,B,2010-05-09,2018-02-02,ES0480919454797308723389
888,888,0488,9607,633,435969079,A,2013-09-29,9999-12-31,ES8504889607633435969079
889,889,2148,2033,913,225600572,B,2006-06-04,2013-10-17,ES8221482033913225600572
890,890,6045,3412,384,119295347,A,2001-09-18,9999-12-31,ES7660453412384119295347
891,891,9675,3889,606,687676119,A,2014-07-12,9999-12-31,ES6896753889606687676119
892,892,3837,2877,956,732470979,B,2001-12-30,2008-01-25,ES1338372877956732470979
893,893,8153,2928,468,992135366,B,2007-05-17,2008-12-27,ES3881532928468992135366
894,894,7318,3711,590,963605394,B,2003-08-06,2022-02-04,ES9673183711590963605394
895,895,1275,5341,528,328302102,B,2021-03-18,2022-01-18,ES4512755341528328302102
896,896,2528,4392,782,424728656,A,2003-04-15,9999-12-31,ES4025284392782424728656
897,897,9959,9064,076,701758916,B,2019-06-20,2021-01-05,ES3799599064076701758916
898,898,5298,4381,034,441971798,A,2005-04-30,9999-12-31,ES1352984381034441971798
899,899,5637,2566,463,503666394,B,2013-11-06,2014-06-11,ES4456372566463503666394
900,900,7273,7080,726,292860331,B,2012-12-01,2017-06-25,ES3772737080726292860331
901,901,8686,1435,782,196532318,B,2019-12-24,2020-01-24,ES7186861435782196532318
902,902,4355,0005,638,022243752,A,2006-06-09,9999-12-31,ES0243550005638022243752
903,903,9888,2360,725,887347419,B,2015-01-10,2022-04-05,ES2198882360725887347419
904,904,8279,4162,497,945361370,B,2002-02-17,2015-03-13,ES1382794162497945361370
905,905,0774,5455,517,549455667,B,2006-11-20,2010-04-24,ES2707745455517549455667
906,906,8652,4348,562,775779070,A,2008-05-17,9999-12-31,ES7886524348562775779070
907,907,1172,9581,236,354513984,B,2018-03-17,2019-02-17,ES2911729581236354513984
908,908,0522,8100,552,424110734,B,2002-07-01,2008-05-09,ES8205228100552424110734
909,909,3304,1990,185,644178315,A,2013-02-12,9999-12-31,ES5533041990185644178315
910,910,1081,2594,083,465586506,A,2008-08-24,9999-12-31,ES7110812594083465586506
911,911,0729,9569,830,908045880,A,2021-08-09,9999-12-31,ES3307299569830908045880
912,912,8260,3401,189,375083767,A,2017-05-28,9999-12-31,ES8882603401189375083767
913,913,4994,4807,632,975109843,B,2012-04-08,2013-03-09,ES5449944807632975109843
914,914,1353,8486,515,223741223,B,2001-12-13,2005-11-07,ES3313538486515223741223
915,915,5143,6005,383,939927967,A,2006-03-04,9999-12-31,ES7751436005383939927967
916,916,7303,6443,319,233779432,A,2022-06-24,9999-12-31,ES6073036443319233779432
917,917,5308,4865,372,767002313,B,2003-01-15,2018-12-29,ES2753084865372767002313
918,918,5528,5369,565,906346022,A,2010-08-26,9999-12-31,ES3755285369565906346022
919,919,2138,3841,648,582426879,A,2012-07-06,9999-12-31,ES9621383841648582426879
920,920,9872,7900,990,153931404,B,2006-01-09,2022-05-30,ES1398727900990153931404
921,921,4220,5379,191,305057081,B,2009-11-22,2014-07-30,ES4842205379191305057081
922,922,2547,7941,848,282541830,B,2013-10-10,2017-11-06,ES8825477941848282541830
923,923,6158,5878,014,860342294,A,2011-01-12,9999-12-31,ES9861585878014860342294
924,924,8831,5726,789,409421387,B,2011-12-13,2018-04-25,ES8988315726789409421387
925,925,0106,7398,102,563755400,A,2011-11-21,9999-12-31,ES1601067398102563755400
926,926,2556,9706,278,367812415,B,2020-03-30,2022-05-19,ES2925569706278367812415
927,927,6102,6273,590,490537526,A,2003-10-30,9999-12-31,ES5861026273590490537526
928,928,8649,7167,563,963372433,B,2008-07-21,2011-03-21,ES3186497167563963372433
929,929,2025,3999,296,829123128,A,2018-11-29,9999-12-31,ES3620253999296829123128
930,930,4396,0687,002,128808404,B,2008-10-04,2014-07-25,ES9143960687002128808404
931,931,2300,3344,478,486036368,A,2005-02-09,9999-12-31,ES5223003344478486036368
932,932,3012,5811,175,383617986,B,2006-09-17,2010-07-18,ES4730125811175383617986
933,933,8356,6467,018,155431250,A,2004-05-23,9999-12-31,ES6783566467018155431250
934,934,5505,1612,678,729859756,B,2017-08-18,2018-05-07,ES1455051612678729859756
935,935,0216,6336,943,390331144,B,2014-12-22,2017-05-15,ES1202166336943390331144
936,936,5888,1777,236,192956067,A,2002-10-11,9999-12-31,ES6658881777236192956067
937,937,4017,2751,303,372277964,B,2010-12-27,2020-12-17,ES6640172751303372277964
938,938,5663,5007,485,400947852,B,2018-08-17,2021-04-14,ES9556635007485400947852
939,939,2771,6368,340,232195009,A,2008-01-01,9999-12-31,ES6727716368340232195009
940,940,2400,9077,607,447056080,B,2006-12-19,2018-08-11,ES9724009077607447056080
941,941,9205,1682,731,249479374,B,2010-09-19,2022-02-19,ES6592051682731249479374
942,942,2348,2065,238,791073845,A,2018-06-17,9999-12-31,ES0623482065238791073845
943,943,5683,0171,953,533135279,B,2016-08-22,2020-11-04,ES4156830171953533135279
944,944,4020,1833,443,450774444,B,2008-01-03,2014-10-11,ES5640201833443450774444
945,945,6776,7477,274,367515203,A,2019-07-28,9999-12-31,ES7867767477274367515203
946,946,2923,2778,331,817618652,A,2001-02-16,9999-12-31,ES7929232778331817618652
947,947,0626,5604,132,817785464,A,2010-07-21,9999-12-31,ES9806265604132817785464
948,948,5183,6488,085,554871536,A,2011-05-02,9999-12-31,ES6051836488085554871536
949,949,4283,7832,479,923156990,A,2012-09-18,9999-12-31,ES6642837832479923156990
950,950,0400,0139,552,045443326,A,2010-04-10,9999-12-31,ES8904000139552045443326
951,951,0749,6690,360,717706852,A,2020-12-14,9999-12-31,ES3307496690360717706852
952,952,0205,1681,589,705557924,A,2011-02-06,9999-12-31,ES5502051681589705557924
953,953,5407,3416,800,994278593,B,2018-03-21,2018-05-10,ES9854073416800994278593
954,954,2214,3858,522,549965356,A,2004-08-14,9999-12-31,ES8922143858522549965356
955,955,1334,0821,902,662223825,A,2003-07-05,9999-12-31,ES2413340821902662223825
956,956,0554,7074,559,316671093,A,2018-04-09,9999-12-31,ES1805547074559316671093
957,957,4482,1829,666,556817395,B,2018-05-10,2019-12-14,ES6344821829666556817395
958,958,7124,4922,740,179156310,B,2020-05-06,2021-02-16,ES1671244922740179156310
959,959,1661,1798,919,284091373,A,2001-01-19,9999-12-31,ES5716611798919284091373
960,960,3806,5985,814,643274160,A,2010-08-11,9999-12-31,ES8538065985814643274160
961,961,5626,7662,181,593806186,B,2012-02-02,2012-12-30,ES8156267662181593806186
962,962,6804,3231,701,788487089,A,2021-11-18,9999-12-31,ES8268043231701788487089
963,963,9938,0651,084,240165416,A,2010-01-24,9999-12-31,ES8699380651084240165416
964,964,9413,2988,800,832503174,A,2020-01-24,9999-12-31,ES4994132988800832503174
965,965,7378,8365,045,939603535,B,2007-10-08,2015-03-07,ES0273788365045939603535
966,966,2106,0668,574,080371867,A,2021-11-24,9999-12-31,ES2521060668574080371867
967,967,8609,9095,264,611720226,A,2022-03-10,9999-12-31,ES4286099095264611720226
968,968,8139,2867,821,054529621,B,2001-01-01,2005-09-20,ES6181392867821054529621
969,969,8474,3124,337,344585615,B,2004-03-09,2017-07-26,ES5684743124337344585615
970,970,7446,0828,028,324377691,A,2009-05-29,9999-12-31,ES5674460828028324377691
971,971,7135,0021,524,508593092,A,2011-01-21,9999-12-31,ES2471350021524508593092
